Date,adj close,14 period RSI,MACD,SIGNAL,14 period STOCH %K,MFV,14 period ATR,MOM,14 period MFI,ROC,OBV,20 period CCI,14 period EMV,VIm,VIp,ema50,ema20,ema15,ema5,norm_volume
2019-05-20,122.16080079749158,47.66584093674204,0.1036660153110347,-0.011102779130757072,,46235464.62810475,,-1.3225516863114848,,,-9368710.945918366,63.98260993791293,,,,121.38544348573399,121.4192031763103,121.43994984380733,121.6335979442434,0.8964876055642421
2019-05-21,122.21055824877712,48.01685473147513,0.11322642221034585,0.015597919151935988,,39169908.26188918,,0.6727581419169582,,,9243615.17114978,53.63535245709944,,,,121.4619361515781,121.5042364720466,121.5292980811147,121.74190539653647,0.7174332327660826
2019-05-22,122.71008323068138,51.83084731635121,0.1480193824303484,0.04362290150594074,,41205578.556456625,,1.659607954295609,,-0.5917927722576024,25765651.839881487,65.78082348482343,,,,121.5697642540316,121.62649298572802,121.65925854095025,121.91990489221811,0.6824212597560083
2019-05-23,121.95199904702865,46.2626562490448,0.12649667050121138,0.06096015581317543,51.20931027317965,53800121.673748665,2.4707512711974755,1.025160109551635,45.346282387117505,0.31870857662937246,4640467.100331478,-1.865929429257673,,,,121.60071851577162,121.65781099943753,121.6900154812281,121.92570572496113,0.8931224172443616
2019-05-24,121.72424005399361,44.708421521066015,0.09460855908400845,0.06793525080488531,47.508192610909376,50854546.4346235,2.4022061863198494,-0.22501686994866077,47.86824165717604,0.5053744329737365,-11933556.899120294,9.48356554318946,0.002111802105517036,0.9940388313562587,0.9443736252337098,121.6101431452277,121.66390616808481,121.69346449539395,121.88979747097694,0.7401951280802437
2019-05-28,121.59443745775013,43.805471287206565,0.06104606684911573,0.06651750810437049,45.39957600412301,36680229.078598544,2.2842871301392225,1.7516288980889243,55.53570754000049,0.5205459651304288,-32767925.514968053,22.58449076295602,0.011626484638170358,0.9655657688619548,1.0104257543033668,121.60900910026731,121.65780152855156,121.68385284575315,121.83775598794345,0.942003710473524
2019-05-29,120.78514049819266,38.57666952024143,-0.017302260953144355,0.04936736745773994,32.25895444703845,34718959.94736439,2.2498385105657124,0.7494652905104857,56.81180349505309,-0.9479447298424379,-54855969.55276538,-66.68251341492139,0.006744088971986493,0.9875832670068938,0.969691636950462,121.55249345817896,121.58408316244187,121.5995370762361,121.6540393689709,0.998916165734412
2019-05-30,120.99652273219907,40.57183797434341,-0.06325667818018132,0.026429343627864317,35.6909338695225,43566493.01494347,2.179520325571669,0.07361561016250562,58.41982947296123,0.9084725040179598,-36185914.16076854,-63.60038882066418,0.01001446308251204,0.9761427805662718,0.9955039036525254,121.51613618743664,121.5362130908306,121.54468122367983,121.54017645369619,0.867730427031843
2019-05-31,119.78696578445046,33.8049152539287,-0.17835533060056719,-0.015126473660233997,16.0516725644505,40060026.61466492,2.0623633608040595,-3.3869033542948017,50.352040079704544,-0.230097106664228,-60040853.55924024,-127.81674551173201,0.002226312024145932,1.0264684179336818,0.9476595916710004,121.40800918494594,121.39836405604329,121.38920910412376,121.23853297396337,1.0883528046172481
2019-06-03,116.95931215265495,23.807935113241427,-0.4562635437923319,-0.10438294473593854,8.044964709211344,19259146.65439489,2.1094810422010193,-6.534929180044216,50.37551386050676,-3.279942470690609,-93079422.3556937,-234.7741436799554,-0.007754587206989076,1.0173891731217455,0.8758574863695688,121.14127613550609,121.0591249994703,121.00729046630188,120.50622802235227,1.3869286881819085
2019-06-04,118.04835690996927,32.13239402885384,-0.5907160844770232,-0.2025550505396243,20.818176822829773,26115266.806895047,2.157677540661244,-4.2762127337440745,50.71462606902713,-4.064268274421693,-62417233.27756791,-194.58318307271924,-0.011156501897200891,1.0397148865547101,0.8697083607334973,120.9630246237081,120.8354791038192,120.75809860897517,120.08748064622164,1.2271327228137288
2019-06-05,120.10126711228412,44.45259539290442,-0.5448189692584293,-0.27151668130483797,44.34612654122947,41945245.70781527,2.141732163618797,-2.192174417624102,50.85269769235945,-2.5580334741543655,-35483502.10057144,-74.0612429996371,-0.002786810376197562,0.995926827074523,0.9288237082005851,120.91517900136796,120.78235676250004,120.70395813195063,120.08982077956742,1.0638459980608448
2019-06-06,122.06575621824535,53.20659489412836,-0.3642106655261017,-0.2901655617087941,66.86081758081811,60164694.09927621,2.10016025640221,-0.6697606657571384,50.017695618814315,-0.08325594140629712,-12108346.188738778,27.826179091417206,-0.003694243663623077,0.9976922307508755,0.9235479138595986,120.97684553822666,120.8729731024077,120.81401365713852,120.42419064515579,0.9354303150170955
2019-06-07,124.99480880483728,62.65641886317372,-0.010592229171933809,-0.2339855927992349,93.4165343800306,78969754.12307231,2.1732817388707732,3.1585799273791935,50.58489291302212,2.2762930983396443,18098598.380480666,159.88891444105676,0.008942979080673574,0.9227493932910413,0.9410878690884511,121.18511428982367,121.15746181298833,121.1458128388226,121.19566480072234,1.1676682037608244
2019-06-10,126.77134134586031,67.00823549609876,0.3927069078193881,-0.108171781535194,90.21764421681067,80808606.55552776,2.2383395523087777,5.239508364710815,58.758580439416505,3.30894456935434,45881143.97969778,226.36693781006517,0.03418046691636347,0.788855285405894,1.0578229568320339,121.46563291620537,121.53681281093034,121.58486633110226,122.13478868115428,1.060739170367676
2019-06-11,127.08005438621268,67.71240114160673,0.7245570439676072,0.05887886315925219,86.1783723595687,73631258.68546413,2.3421888868576124,5.69482952140001,65.2593213702888,4.204734954599704,71148939.93942025,209.92005737864665,0.04132811665654025,0.7535475052475608,1.0684320199718265,121.73919412053921,121.90406217712666,122.00718161576137,122.96626297290858,0.970481645595604
2019-06-12,126.80617340834326,66.3592594447648,0.9544949467092039,0.23843622292588995,84.00266466478155,72694290.11227094,2.3571783253561045,6.250692331044348,59.58388305814063,4.174875786115514,51195086.35351999,161.1410502328053,0.036078076165008154,0.798276124813711,1.0625330137717806,121.97909614739811,122.2228948373678,122.37077471219958,123.61094103134447,0.7976703236682751
2019-06-13,127.22998974870636,67.44349092296409,1.154120557995654,0.42192801468343155,87.3695240829945,72953529.98401332,2.3236392190037694,6.471244893237866,65.56087285274143,4.634691356607143,69359455.10858478,148.60699368324407,0.044578111842053125,0.7656393654621481,1.128539173409898,122.22099591811222,122.54297948545924,122.73411112417006,124.21779719954345,0.7610855469995774
2019-06-14,127.45971928192029,68.04468150402272,1.3136451794655954,0.6005478484448941,89.19448199366028,69849585.89494194,2.356187774683424,7.965433533356531,65.78477039845484,5.525987058475949,87301089.17285743,132.13602408870022,0.04548889405083724,0.7603138168064456,1.121571522368325,122.45611370134644,122.85224482954268,123.08317347306237,124.76086288717849,0.7843708268651425
2019-06-17,127.79057933045922,68.9344315648834,1.4478801076149352,0.7702243496134247,91.8228281030035,64666964.39691899,2.3327583395177345,11.244408086564832,65.34174539221988,5.615084044983612,103017231.09535281,122.07765333240154,0.046158004806115295,0.7676171500039309,1.1370783663572268,122.68962691293146,123.15819315924847,123.42698350186947,125.26795185166594,0.7250511274567927
2019-06-18,129.35269382401032,72.78709752008618,1.6545540687414757,0.9472656266273722,97.20254998812078,76047812.31961927,2.3676479577927876,11.73554282999659,72.00204390655462,7.985633386119295,125375305.76822625,125.92233911070515,0.057849285383431405,0.6816741264594532,1.1878697502140236,122.97441649982223,123.53654217092614,123.85526127002355,125.9511405828825,1.0260702684650784
2019-06-19,130.23128738186065,74.68841117062469,1.8640374334275691,1.1307653714634636,98.02247844120457,92265290.9890045,2.422906036172501,10.51644038702868,77.8864116397082,11.347512289059312,148634491.90373194,120.73127607930043,0.06222285869059476,0.6563155013182109,1.1961445527341128,123.27757304456381,123.94001482013232,124.31162466272028,126.66659143429379,1.0555283842189913
2019-06-20,131.32769969864148,76.86108637548708,2.0905264299124156,1.3228393244841714,96.52541942868133,104648886.12307546,2.433561024174676,9.61525235011517,85.06309472366007,11.2490700923871,178252897.05115893,125.57502868835536,0.07213682750381335,0.6074776031695454,1.2797359346396098,123.60657486311607,124.37968791652737,124.80928329001334,127.44534133916237,1.271041036656855
2019-06-21,131.7239707123956,77.60916453089851,2.274118177826324,1.5131916152308498,95.87801625989422,107408671.79704468,2.2608367331478894,6.985843083247801,94.19633287456749,9.67743029489474,212492473.85275838,120.04522220759596,0.08971203680023208,0.5460074537414379,1.4306853070195744,123.9314192997339,124.81163977892358,125.29564971909812,128.1598979259584,1.362550230224475
2019-06-24,132.369803628733,78.81150975838185,2.4416675677604758,1.6989621632237086,95.72692999260414,109997266.90286016,2.1432759325897206,5.812040318387176,94.16248896124881,8.441416160293976,237885045.73331818,116.17115244578599,0.09559236473939577,0.4713564737482089,1.478319929813108,124.26235460871484,125.25124927400772,125.78936292251893,128.8627387844331,1.0087211138397285
2019-06-25,129.872254298621,64.40793640579686,2.349632832015317,1.8291385416320716,75.80938042180874,91661297.18813565,2.220830289916379,2.8987053834077017,85.22203273785503,3.902117462632833,207334835.57512224,80.54800348388125,0.07288964797135848,0.5575437886205492,1.3194833472004912,124.47813143971732,125.51721873116342,126.07224996357694,129.03122908154674,1.171830753695397
2019-06-26,129.31114075012283,61.68065750913537,2.206601485270113,1.9046507344457564,65.44947234323192,74773963.24576993,2.2477503149725684,2.6005385528940224,77.8226048000566,2.003475850769687,181264757.01975366,64.35076343401596,0.054437312683359045,0.6632012726182964,1.2511144417712359,124.66058596990749,125.73343541106632,126.29514704483213,129.07793593923049,0.9999866274341659
2019-06-27,129.25251498519924,61.38811903164655,2.0646990210200897,1.9366670412874007,50.31497274187829,68352141.48572366,2.107286990622362,2.09967976548549,71.3008518307661,1.7095320093727155,161377854.52537465,53.39838884634767,0.027316529266959478,0.802716803958426,1.1928247396502716,124.8308500440355,125.93212676006148,126.49739204068328,129.1070609819803,0.7942425130113505
2019-06-28,129.1130468402787,60.65122853867409,1.918905942711234,1.9331142312603484,44.70052711831248,66802623.417977996,2.000553143490397,1.7163942655761275,63.35010175848348,1.8192144483458068,134889488.652342,44.84922762259898,0.00734869614077256,0.9116445509899483,1.0944563157345537,124.98690313544624,126.11015111540573,126.67522151020552,129.10805944022465,1.047773755303091
2019-07-01,130.14114262700772,64.07448241605775,1.8642983447963104,1.9193492242842771,59.36069804151535,63443232.80265729,1.9435227559562844,2.440229264924284,63.26858753610096,2.2881014376352184,158859191.70790341,63.08768772175612,0.006594508366890235,0.8864822516049309,1.0992603409584374,125.17162576185865,126.33388328014102,126.90957190717495,129.28035719893154,0.9564169089950075
2019-07-02,131.0644992541695,66.86277880844736,1.873626624111779,1.9102037317341989,70.48102180121548,72863492.23412278,1.9142811884661097,1.7770790525379425,69.01671529459938,2.8281641315439803,177153157.77734992,73.43221549208019,0.013366643129679081,0.8289457646559567,1.12890287192412,125.37944709481094,126.59439286095417,127.18908002927265,129.5778828997151,0.7643716551833399
2019-07-03,131.93864071796324,69.29267662490221,1.9292032917420556,1.9140039670240352,83.31136366867423,81716531.0799568,1.9045113789628576,1.7724804454878722,68.79881781884288,3.245990698430786,192415090.90165618,94.24542650590566,0.016686268213710644,0.805511601804153,1.1418967880031974,125.6072009108691,126.88651816803275,127.50707272123107,129.97152852759032,0.6786875508760362
2019-07-05,131.99417519122855,69.44587284847422,1.95504808630281,1.9222133495814158,82.4235660964964,92634622.59449822,1.87602082878055,0.6918685526492823,68.77499505294534,2.0420473129557237,209548482.49516338,93.35369062438915,0.013315877727177378,0.8242412716127253,1.1323473876806993,125.82567258445418,127.16375854551639,127.80616175377638,130.308769089009,0.7934060832751334
2019-07-08,131.95098866068,69.15680536526143,1.9494246624425102,1.9276559084747258,78.32576471994811,105698470.21290837,1.8906569308421612,0.23565756398389226,63.76203914492741,1.32047889973192,192644990.43743587,82.93505805964564,0.009175589655605138,0.8373068948173015,1.0968074177358187,126.0321794436469,127.42188713583535,128.08129307053224,130.58256218638786,0.8121758221124719
2019-07-09,131.62280498509543,66.8783545703287,1.8963093969633746,1.921386333093934,70.08973758164844,113403406.65083674,1.8427908622978586,-0.7755146951349161,57.59489258070686,0.22470167117064538,173759253.21723124,73.27220657116636,0.004352132182958454,0.8947610772616925,1.0877162384674595,126.21803823370152,127.64698325519869,128.3154682019682,130.75598340449213,0.9216434657352516
2019-07-10,132.37826387979317,69.37930327324827,1.89389181876237,1.915887238612145,86.60301821923451,117269968.28388919,1.8104588981514098,2.6015785847301345,57.532004928785064,0.4966974782969853,196102121.24430287,103.22919677714586,0.004938287823001486,0.8855057972191737,1.1045241734573477,126.42007802855491,127.8989947087372,128.58314237746197,131.0264251057872,1.074175144515125
2019-07-11,132.9870050898612,71.26240549638267,1.919488203207834,1.9166074516078908,86.3857742345259,115693619.94384176,1.7717500235838,3.816053298112564,56.602852820823756,0.4662573355423071,218435260.05377793,128.224772559428,0.0019716811205071137,0.9089300590659034,1.0844813038651104,126.63265281805803,128.1684858348398,128.8723088860692,131.35325049438717,1.0606749880117325
2019-07-12,133.5131329032776,72.81823822671915,1.9601443620400403,1.9253150278797606,92.78836831731819,122217387.31413433,1.75123862359214,4.42311865433939,54.614941161159585,2.8034289595729267,238560778.6370942,137.06824090554824,0.0008934301376059793,0.9212852676073529,1.0616577236812699,126.85257073984683,128.45006439468807,129.176074240681,131.71328786607262,0.9629179274691987
2019-07-15,133.69727763797334,73.36182598834168,1.9844947550571135,1.9371511844793212,90.73308695169274,122345071.03391959,1.7292021506849042,4.759083197719974,53.480493255591185,3.3919036533977307,256428185.1412549,142.78855465610317,-3.1643346174589586e-05,0.9320208536898905,1.0515867195880466,127.06867534181443,128.7251165430596,129.47113789498763,132.04399643587772,0.87606956620929
2019-07-16,132.62220497968715,65.16787854100026,1.8936066306496855,1.928442149413892,72.2618047787387,112924725.54693334,1.6133107287255493,2.5756850701297367,55.1768213667494,2.6070414170488867,235402627.86479867,94.33976168003491,0.007592702804672007,0.9223319730560456,1.1182734282116527,127.24194116363964,128.9284210977812,129.67621697886443,132.14037511706655,1.0256332527193701
2019-07-17,131.738751814912,59.30597473408989,1.728954630635485,1.8885441901040478,57.08328024810649,97582424.34125583,1.5527840769347239,0.6999913614594675,56.18611570222627,2.033653950576932,214906532.81803897,46.61702327173174,0.009171821392707299,0.8957304140422906,1.110802599460063,127.38063056993275,129.074367379246,129.81010598727877,132.0734317699928,0.9998382641809783
2019-07-18,131.5234786015278,57.9382446087011,1.5627052534713073,1.8233758075043882,53.38436100983605,105057422.22895902,1.5664204689355838,-0.4310085776884023,54.76127888737067,1.062177214418661,187984729.55167308,-11.152382325960755,0.0072495055611065135,0.8967581599327982,1.06237242746668,127.50698372113493,129.20100858003207,129.92106127131518,131.9817659136611,1.2481195779898393
2019-07-19,131.57334049637458,58.1788545648174,1.4186966353270236,1.7424393816253203,43.37909675764836,76780002.12017865,1.7002645780318102,-0.4368545891050246,65.62384985824943,0.38824844263866554,229252420.69490114,50.65427537055798,0.01757490938046104,0.7913281521904357,1.10032023952078,127.62966777362023,129.32317991591975,130.02781914177942,131.91369068182485,1.6604667748795354
2019-07-22,132.72407691909243,63.38370452332304,1.3836000557036243,1.6706710968831184,62.33938388397687,69142653.17422989,1.7487953634572722,0.8025917690573579,66.4338229903506,0.5952952100418571,259994797.59503096,82.09461672234488,0.01374618249034403,0.8560093837157399,1.089917689225174,127.78176216688011,129.49764391440192,130.20166381853085,132.04876221245294,1.1899659110002558
2019-07-23,133.66528452666282,67.00123210553389,1.4172029754986113,1.6199772355209006,77.8362675376577,70791246.3648101,1.8002684435968124,2.120398391142743,66.92688185639994,1.2660691865633729,282477119.5100764,115.80076060526844,0.015155428773092696,0.855834017028596,1.0924213748664506,127.95563394141293,129.71065743885757,130.4245447284669,132.3181944963501,0.889475879348727
2019-07-24,134.8900738580136,71.01428259555506,1.527506356107267,1.601482990442988,92.97719059489424,84419656.68859862,1.8387119979814466,2.6076362630718393,67.59852981628399,2.2274147106303666,303825827.1803423,145.78443909503073,0.014200918674370523,0.8674777844008023,1.0889457014791577,128.15854492987387,129.9744628640601,130.71136718734357,132.74685683148854,0.8670807221665308
2019-07-25,134.9868867206661,71.31133193444373,1.6043981112984511,1.602066016359168,92.37010656373963,93722747.42191952,1.8373097591059124,2.0761782462743668,67.87015016854174,2.555862605736822,323229859.8649354,144.94685307962132,0.016372423190033923,0.8633237638811332,1.1147534950661233,128.35644095701105,130.22891942043938,130.98551090293589,133.1202065958076,0.8169506810995399
2019-07-26,135.74080372381516,73.58146007524508,1.7080841230255999,1.6232696884651623,93.95327785204259,103245560.42127746,1.8205679836781883,2.3126639731100624,73.30050423031695,2.5401283408948405,342395711.30454296,166.6096321352315,0.02198197840869906,0.8274827419244007,1.1588186048234528,128.568463897912,130.50785361052516,131.2899244253093,133.55698394595845,0.8337532312975728
2019-07-29,135.81058516686068,73.78819445187479,1.775532969963507,1.6537224031006428,92.82650097690838,112643397.41081642,1.8597441332397011,2.1939355644166483,73.48992903363374,2.1232100084613963,359897594.30840564,149.49208561340595,0.021217659196206717,0.8202658395060607,1.13625653737664,128.77452662649327,130.77540427522916,131.57887982755435,133.93259214855,0.7929033691605958
2019-07-30,135.40925946538368,70.37699847913163,1.7751753643885024,1.6780130325834959,86.00360440620942,114233271.83921428,1.8669558139239797,2.8933802246454263,67.635600278736,1.420186391803726,342821710.25705373,128.7644387596726,0.016921523278751353,0.8644271063408037,1.1093843865302533,128.96165188881932,131.0085453771892,131.8233663726849,134.1787077358385,0.8039392762780782
2019-07-31,132.71422088490576,52.74370913134023,1.533345786732383,1.6490795479409244,40.186569076340206,99599425.30701426,2.0579797888124745,1.012683078625912,58.99945370157625,-0.7352688750358909,311755930.8390806,10.751930518429374,-0.0032196356993722175,0.9217199047457509,0.9652055737688535,129.0665868986801,131.09413174521154,131.8801526560854,133.93462298420388,1.357896149964624
2019-08-01,132.89172535659202,53.56879609145869,1.3409860073610673,1.5874607793894404,43.203945454644526,82893538.42900398,2.2590167231142675,1.4204386807905394,61.042836003292784,0.20323155301783807,348991328.6353712,14.591709233197108,-0.003510770072332053,0.9318435506317642,0.9607123402669652,129.17266485327997,131.18410015380297,131.94455386266637,133.76080457074258,1.4734539502370165
2019-08-02,132.22756102812752,50.047320906365364,1.1203892739010826,1.4940464049953273,31.912526841996364,78130248.66900732,2.4213094400717625,0.6791527448196746,53.515832790756804,0.3710243564103931,315944399.4066695,-57.149546359572035,-0.015156546654218306,0.9955427219763757,0.9202161568600522,129.25669991024276,131.23619808783303,131.96255039872105,133.50526135581111,1.2439156898791728
2019-08-05,129.05859838621183,37.410865182558645,0.6741260163268805,1.3300622243270994,16.190543352462246,73754125.67237695,2.6134019408890117,-3.805287414557256,51.0724951333824,-1.8740944007892681,276590734.1766239,-229.8796377195442,-0.030331099034243858,1.0435778695155649,0.8281896956930863,129.2512931861151,131.12772530974863,131.77808809326726,132.76414451799153,1.3713029665504644
2019-08-06,129.5022469534847,39.70604492055003,0.3533400359059442,1.1347176885470664,21.373326537541946,76216181.56108473,2.678643178616556,-4.3218446441672995,58.005006180132504,-1.5741087496656165,311617372.00713986,-192.02702497735544,-0.024907478622924594,1.0229781378387417,0.8595085644998934,129.2580901566083,131.04693260878463,131.63367156617522,132.220491046502,1.1772556435206112
2019-08-07,130.0269377093544,42.396451076189365,0.1412015960481483,0.9360143902213105,29.957685226679466,96647560.26971173,2.7882988136906186,-5.048647212372629,57.061286090407066,-2.0321506065776074,345596120.24782044,-167.16560127204457,-0.021831839706075277,0.9941914502484651,0.8769878549392589,129.278759509786,130.99634030971876,131.53181154366814,131.8548966507563,1.1156258136247728
2019-08-08,132.47086084597913,52.931802953456774,0.17470722918812953,0.7837529090797211,57.541968476846485,120724979.17145516,2.772821681526671,-2.6120285079729797,55.76966592806376,-0.8936101886361462,375361407.1320586,-53.754791073466926,-0.013121515386721919,0.9962337084056079,0.9193548688025046,129.3639546768687,131.06933269243518,131.5912899594101,131.95755785842724,0.9809989519737378
2019-08-09,132.58740642914933,53.369838401280305,0.20856870016746143,0.6687160377201291,58.85755541302977,126097589.60897326,2.795778305153525,-3.2737032334057687,55.168399020169154,-1.7070684043235775,401032612.541542,-18.144466970051685,-0.005728347807791569,0.9733847089525173,0.9366042103642463,129.44938161376862,131.14433979664403,131.6543300620019,132.06253305348758,0.8683448743445389
2019-08-12,131.4260504716378,48.5242535488716,0.136981891839838,0.5623691866697924,45.749432214782324,119896280.33250828,2.841749635516174,-4.551799702248644,49.29605559056446,-2.6379260142669128,378732895.6482228,-45.24684783346441,-0.014243136231956475,1.0012743767614385,0.9094055868489868,129.5014080275893,131.1582340749544,131.63989453285905,131.95645225831547,0.7865095246935572
2019-08-13,132.77896767117676,53.78801672029766,0.19090231076756936,0.48807579926433714,61.01972097183233,133547394.51528528,2.946518342598182,-2.7306298957870183,49.61635397299018,-2.1819922301417507,402888286.56088454,-21.860960349047684,-0.018479896986776292,1.0075041403960938,0.8863968908467459,129.58709901645042,131.23803460276952,131.7118721777857,132.09353855338145,0.8735116719674523
2019-08-14,130.63914869467752,44.93906970190606,0.03141574407641201,0.3967437762037713,33.71508472759123,124351322.62852144,3.098400345125928,-2.444226017724702,43.403259973192476,-4.013513932316467,373291154.74145293,-79.8006513037578,-0.028725051262437705,1.027633554131328,0.8484481481712076,129.61442596213115,131.20859472529258,131.64413386149081,131.85113966461932,1.057902331031627
2019-08-15,129.7017759261938,41.77401357789759,-0.17925317286128006,0.281544374258848,22.038364892269822,124180185.34366246,3.1871923304559817,-3.702482280031745,37.621257070252845,-4.493032520910182,344683798.60465187,-125.81935831607841,-0.04351564451512837,1.0861708848165161,0.8055610576860063,129.61668051871575,131.13463671783833,131.52156070730166,131.49291166184844,1.0187001042660273
2019-08-16,130.912773978953,46.380905870498005,-0.2455319781152241,0.17612909490281384,35.794335249872084,132907105.57243711,3.199698380127582,-1.7963616568978296,43.151178724070995,-1.670544060332273,370588288.25253224,-79.45342294376059,-0.03799453504041349,1.07676431345603,0.8392323978276889,129.64992727022764,131.1237631126455,131.4831662566108,131.39622188765279,0.9345303187727823
2019-08-19,132.76893225737965,52.70086123772982,-0.14294353522998904,0.11231456457516245,59.55700280640471,148664034.18945968,3.2463748051036663,3.4012714364431815,48.34445258653893,-0.4190047137842107,395486064.62929034,-13.536066386667052,-0.029394157195568642,1.0288967708781247,0.8681848116247634,129.72945381920664,131.20428164738215,131.56420990335113,131.6250072655134,0.9137129699133855
2019-08-20,132.69616486430164,52.42262641637575,-0.06728647054504222,0.07639435561430769,58.634746921145734,141151572.45753655,3.068878200672777,2.8609398452843777,54.89885549748357,0.02307739499414291,373010822.897425,6.4120544980744425,-0.009060708252483743,1.0033427530337862,0.9506811885112824,129.80465436843951,131.27720150111006,131.63552072760595,131.80353373761886,0.8496169069757747
2019-08-21,133.6318306151032,55.48905992094393,0.06965351702922362,0.07504618783913643,86.44551112992185,139683727.04819524,2.90891575234678,3.2828253752929015,52.59434751291406,3.200501883802605,390607852.5035779,41.98081429054895,-0.005332246945400869,0.9816194368402761,0.957261350237958,129.90111239749177,131.3921457318914,131.76122153598754,132.1082501763631,0.7045202413969144
2019-08-22,133.32481579463183,54.249499373703244,0.1508250396328208,0.09020195872087973,82.51730360865079,139691424.25309196,2.839257638095952,0.4274884846239786,54.659767068934414,2.610289173714236,372295842.14142436,33.414401877469736,0.0009648476010579657,0.9375741697950176,0.961252716131389,129.98692136755398,131.48637867348216,131.8596298052066,132.31101127493295,0.7672703988081974
2019-08-23,130.45959159501567,44.315682647166255,-0.023270934370174245,0.06750737947614002,39.746386038953965,119653270.37020114,2.819801732304579,-2.658383791123782,55.749937185690754,-0.0001746721594194664,340856048.5146706,-43.6011039240698,0.005044206199518396,0.9012632254621229,1.0150041296272028,129.9987037200145,131.4363716384077,131.77155380651288,132.00244112258838,1.2511526305348788
2019-08-26,130.75084195205432,45.40965739492515,-0.13541798401968208,0.026922305880630378,44.0928386894982,119120711.60772997,2.8126624410196865,-1.1514319465222513,47.75509822548907,-1.6259610142996686,365063166.28403443,-63.86892732940918,-0.004469905683318396,0.9501113603044192,0.9994305728803639,130.01735322788554,131.40302080267102,131.70736741694495,131.79384114495608,0.9692511478349791
2019-08-27,131.03496722960574,46.513726200476775,-0.19833294728405804,-0.018128745548290474,42.551447612099835,119584628.35230424,2.7284496583954456,-2.262001578011308,55.84310936514677,-1.498879346879951,388552022.50331175,-43.183419018466616,4.775684594933562e-05,0.9460368867973352,1.0301957631844094,130.04245507706779,131.38513353100015,131.66510046783415,131.66736210051545,0.9499132525787813
2019-08-28,131.02131369515692,46.46511593525019,-0.24648753887944963,-0.0638005048600824,42.32496474382464,130031041.77349062,2.6595099069413846,0.2353006378816076,48.74705249650676,-0.6388141000122279,369025277.82656467,-57.16729323220288,-0.022218509004968835,1.0187957797125338,0.9510779744707705,130.06647938198154,131.36746933883728,131.62464670831167,131.55968732475222,0.8183677632767178
2019-08-29,132.62472358725023,52.717820118856935,-0.1492818863024752,-0.08089678134188258,68.93676201166885,141222799.5233221,2.5904146828534658,2.968356810172594,47.84405133783977,-0.44765522539583674,388969293.4634261,42.939355895028164,-0.02025669543952478,0.9973457849000114,0.9642298840064355,130.12895847882643,131.42845468846903,131.68746755791526,131.73719342556444,0.859365642623099
2019-08-30,133.02258391960007,54.14887814530201,-0.03863480515786932,-0.0724443860286174,75.54013432482685,145924003.77901042,2.572846047217581,2.163422106460814,54.6256069681852,1.7039764783747362,411510763.93632764,75.5595837948725,-0.010625654337565555,0.9514713944394821,0.9822086969328352,130.19928984165313,131.50571217364734,131.7713077592815,131.95142523196094,0.9759575360014218
