Date,close,14 period RSI,MACD,SIGNAL,14 period STOCH %K,MFV,14 period ATR,MOM,14 period MFI,ROC,OBV,20 period CCI,14 period EMV,VIm,VIp,ema50,ema20,ema15,ema5,norm_volume
2019-05-07,16.621958660723422,42.813436592926074,-0.038192467385481876,-0.07221349917109421,,-323126046.7614224,,-0.951497291108538,,,-73144564.67416945,7.3825267910131895,,,,16.594933116972456,16.5694209052854,16.55740562335185,16.50800236504073,0.7788261769858569
2019-05-08,16.42741831050342,39.42875820014231,-0.038420727469031135,-0.06506177461529392,,-390963928.15019095,,-0.9222981026998234,,-6.218352717397819,-194337683.91845015,-14.063953148365021,,,,16.580461422076212,16.55502376730129,16.543098862332062,16.49318698654129,0.5916494592856175
2019-05-09,16.235396309351398,36.37219869160077,-0.04922143806542323,-0.06174796439033643,28.575654047907488,-382575161.4182442,0.6602547951228219,-0.559309350067636,28.118507214802406,-7.614095065581425,-302191420.1320506,-52.22927551731372,,,,16.552517247416237,16.524271353444497,16.51076992646956,16.446592813555064,0.5758040184941972
2019-05-10,16.06158895088282,33.81682490022452,-0.06705278688229654,-0.06284761956558375,23.38492988527071,-368247882.7145282,0.656534159730225,-0.0021184569563708067,27.090257174907634,-7.424487130753052,-408271152.54978585,-72.13846730793513,-0.0004628370633765936,1.1862440587041043,0.815036153229425,16.515059672397882,16.481818133349893,16.465503282574378,16.377971611643424,0.6137745601964033
2019-05-13,15.458655988175154,26.786358843744196,-0.11630800876323377,-0.0738493691252213,7.90318888782018,-399274988.25709385,0.6698079227444138,-0.6273823770900098,27.530099619102742,-7.955183605701227,-551038360.7563941,-130.88497418363852,-0.0005227316937896483,1.1808018775275002,0.7754438914649057,16.438780981897196,16.391906631462767,16.367777816218908,16.215991159724865,0.8521661428005346
2019-05-14,15.477296239716306,27.28964499063342,-0.1512750651243131,-0.08969123544122777,11.587914175787601,-384897159.41985375,0.6646321723190545,-0.49597836512472604,28.13311399973766,-3.650534420445871,-430358938.27610195,-121.01142668616349,-0.0005351549797864189,1.1845509153481821,0.7667039470888012,16.37282516391155,16.314644577399505,16.284234244610726,16.087064182611606,0.7572911667331861
2019-05-15,15.468220218268158,27.19163131826913,-0.17676933375168957,-0.10742634238745782,18.61364104440632,-315527128.26189965,0.6448173406813587,-0.262804891739604,30.057232495845398,-3.840710391012561,-543732736.0988224,-119.41666663966548,-0.0004924613694678767,1.1704118970523618,0.8020477371172194,16.31366923107781,16.245684190348943,16.210001938935847,15.979898258679619,0.7488669022216274
2019-05-16,15.308177155391599,25.45544812966571,-0.20447841044060944,-0.12712057987199765,10.762582882962402,-295356469.39961594,0.6036572298582016,-0.7753756050894136,32.678740481459414,-4.1638140325206825,-656375740.3351856,-118.75099803977878,-0.00034741432619496974,1.1188898612383424,0.886972001703203,16.250794661871463,16.171804162405596,16.130234413751403,15.864327269659265,0.7783156323754815
2019-05-17,14.502495821446699,18.909736240653856,-0.27588542735140287,-0.157220578727571,5.937024862388773,-407900776.4055041,0.6130800009721208,-2.178064639127049,33.78268376322251,-7.809594606644531,-869221116.8941627,-173.18143338353684,-0.0004226014868485111,1.0949918928019804,0.8100224270461771,16.145970917378687,16.04423309564603,15.989900741723883,15.631276451664586,1.3610446825722002
2019-05-20,13.974807186428913,16.00656075317511,-0.3626613288810585,-0.19869122798497948,13.596748201376046,-299796642.6530346,0.6429149108218368,-2.9281246269975956,33.06723773000189,-13.111192567064595,-1143847448.706259,-223.44238538012283,-0.0005828022779179694,1.138355094618638,0.7073517688863189,16.020842134768586,15.890511986217378,15.820196050431862,15.349063867382272,1.555702734448928
2019-05-21,13.777982470599815,15.076775082443362,-0.4387251837279518,-0.24705487989729252,14.442220478646181,-157166132.6323419,0.6558956741365611,-2.843976190123607,32.2041018356949,-17.400962017040616,-1415504689.840216,-202.1242079780995,-0.000581274889126527,1.1351608794389452,0.7030756869939077,15.896316366172258,15.737664422748958,15.651863048809476,15.08238639188661,1.4099171809721693
2019-05-22,13.17392750879423,12.648464962071117,-0.5335534120598524,-0.3046948325554383,5.701864905018188,-265875388.87479323,0.6718742408179044,-3.253490801709189,22.5679353200196,-22.061287034656424,-1692765424.2372837,-194.18008662886947,-0.0006729758356921659,1.1762332987079478,0.654059582542891,15.750406738939423,15.556647939853681,15.451605389481937,14.75943497974559,1.3394915240180103
2019-05-23,13.082108282099147,12.323547322840824,-0.6072190398828781,-0.36548675576150375,10.713216931772017,-215050443.9380859,0.6766641199445378,-3.15328802725225,9.405282338570203,-21.296228987674624,-2048640906.2771552,-177.90067236670822,-0.000797576718872495,1.2559673129193072,0.5869749392573662,15.612097065201874,15.385855446572046,15.263555706716417,14.476319183923735,1.5331531492823458
2019-05-24,12.839371319677946,11.483692920023557,-0.6742358220635953,-0.42747073788564827,5.53715002995281,-309184079.77283204,0.6826121071876351,-3.222217631204872,0.0,-21.841819103926607,-2311029174.9907365,-152.11128667283498,-0.0008734086603795246,1.287409739554679,0.5552044630113545,15.472861547263703,15.213779916784791,15.074356306210749,14.20060433248103,1.106105419029255
2019-05-28,12.670779912295982,10.926709985485573,-0.7303413838795443,-0.48822849614117,2.8971049178907653,-419371738.67953074,0.6693415550972099,-2.787876075879172,0.0,-21.955832362418146,-2503415844.040392,-133.66827493088607,-0.0009050058053105512,1.3228842040835307,0.545322228308864,15.33633085914233,15.045301756992847,14.889637050233327,13.94338667176349,0.8376277859676511
2019-05-29,12.662039662418824,10.897201399985775,-0.7661408854116232,-0.5439456899035321,6.237551309844224,-425662553.5989844,0.6676373651743355,-2.8152565772974825,0.0,-21.165709687005403,-2687445028.2077675,-119.23300635403348,-0.0008867746072913812,1.3156122023325862,0.5349334997705616,15.209713432453979,14.890294708432608,14.720864302360518,13.728262825502883,0.8289003425623171
2019-05-30,12.587914100047259,10.634887849485992,-0.7904254597001596,-0.593337180900835,4.649861407561361,-470344323.30902684,0.6623980257212339,-2.880306118220899,0.0,-18.570449399506803,-2829138617.666342,-105.48345329702515,-0.0007740755188195798,1.283524330601284,0.5711761358942006,15.088931579778539,14.743112220411716,14.561377951664394,13.53704471489257,0.6794315186037685
2019-05-31,12.429369845752616,10.076199401722079,-0.8116098710212025,-0.6370593757444114,2.7752012125822216,-548822935.6462426,0.6600999611465547,-2.878807309638983,0.0,-19.69288657887418,-2980196698.9768434,-99.4768558846113,-0.0007436185608235181,1.2754127670771767,0.5743260530285736,14.969568480058719,14.59757669051965,14.403894780723427,13.351494229964038,0.759402355315052
2019-06-03,12.105645628340678,9.032761332585537,-0.8422399974623609,-0.6781463633150085,3.2259925084645333,-652199017.3303598,0.6430792909340752,-2.3968501931060207,0.0,-21.73860044968999,-3160444927.4355197,-100.96443058096418,-0.0006736935065813434,1.2827021894512454,0.6064067286311536,14.84420187929057,14.443192222218833,14.236039887556524,13.142974360486997,0.9206088089205151
2019-06-04,12.626309361108817,22.86758626083838,-0.8183248496805415,-0.706209853322453,18.09203437180951,-536765207.6974804,0.6690206451035836,-1.3484978253200968,6.328648304463684,-17.519184466311312,-2962734922.4749827,-81.7707961081305,-0.0006209555091029058,1.2360897127703672,0.6252992983676344,14.74940578877392,14.332220269508346,14.119697413875253,13.05656016155374,1.0081425435688534
2019-06-05,12.938108241674342,29.75716394237321,-0.7672207669110129,-0.7184217112708263,27.59800963862451,-487802995.5419319,0.6850334811992635,-0.8398742289254724,12.698540594343527,-10.787023137485727,-2761806120.738795,-57.009622128941785,-0.0004684581540508417,1.1760930296776861,0.7030295279991918,14.673738643140016,14.248201228389101,14.035125294197412,13.036760250263491,1.0203673103367903
2019-06-06,13.452837587039632,39.38301372623061,-0.6802976122914135,-0.7107920556061523,48.15985515621307,-479348710.9081323,0.717419360017602,0.27891007824540104,20.764007471595704,-3.735075499976644,-2494119590.131129,-22.77301539598674,-0.00035652387620198394,1.084736052394131,0.7599686508493492,14.623841457047185,14.200865696256502,13.993822927909973,13.106275946543448,1.2823818505721016
2019-06-07,13.570159739478763,41.35565870577305,-0.5957516399284817,-0.6877723000678481,71.95212603003144,-582556007.8712273,0.6868039729025085,0.4880514573796155,28.738189255188956,-1.5083683809622705,-2244395179.4184456,-4.577917548858472,-0.00018068219606389747,1.0533919137835017,0.874530716390596,14.581674898920243,14.163770908347763,13.964023236397528,13.18374730263321,1.1583515290833153
2019-06-10,13.974356161731995,47.673560902074755,-0.49251456707742136,-0.6487049058519301,86.55034018847174,-613540867.7223788,0.6647031974973876,1.134984842054049,36.08136538218358,6.075854390449923,-2053787885.6690066,29.24573266630251,4.446463695388851e-05,0.9424351678364271,0.981773964537543,14.557857162478607,14.152753877918693,13.964744382944913,13.315738907309884,0.9015752329227383
2019-06-11,14.29869133980322,52.13007990389496,-0.38169949510987244,-0.59528648843596,89.46507338221741,-627410223.0465176,0.6529440982885883,1.6279114275072377,43.607312668021905,9.299594770735688,-1873453707.8567028,61.24824964884286,0.00015385676015253896,0.8764867927415189,1.0372671659961024,14.547888716871341,14.161153545806817,13.987882217825582,13.479795769311252,0.8744397337272298
2019-06-12,14.07247576676743,48.99574042270984,-0.3076964729135465,-0.5377535489264235,74.7464874359848,-789497168.2403677,0.6499178569599272,1.410436104348607,44.34966044858666,9.604087430664128,-2084746295.0910091,68.64628105965738,0.00022218965528472478,0.833693986818807,1.0648227227349563,14.529941048889246,14.156099774308815,13.99370385751485,13.578692040531386,1.0203758078415144
2019-06-13,14.194799969067454,50.72115222309051,-0.23697533836544515,-0.4775854103807576,79.11275901817038,-784523953.1261194,0.6321371456759052,1.6068858690201946,47.33549012975695,12.027831493565216,-1931152964.559002,72.11520112989757,0.0002201469358225724,0.8312183344293355,1.0941869640165147,14.517514357303183,14.1582848325722,14.007456181563372,13.681477398634023,0.7751318489772888
2019-06-14,14.281380033805567,51.959893127704575,-0.17231524807989906,-0.41652123189363777,82.20317014811683,-751009260.4115837,0.6104995770069295,1.852010188052951,54.63527637656007,12.788937758526977,-1804919648.8727994,88.640250043321,0.00023782668923559165,0.8197476024499092,1.1093314240249261,14.508909079936597,14.165174016611065,14.026079332195193,13.781542869957311,0.6781082198005044
2019-06-17,14.749782917608925,58.09684841808884,-0.08394549709080934,-0.3499972423781465,94.9566537734723,-653905844.6300386,0.6201978002229562,2.6441372892682473,61.60158211825224,17.174162457571505,-1640649188.3826284,127.14489397819047,0.0003686189018199346,0.7441673847040918,1.1354951742469315,14.517541749800252,14.197621570660067,14.075012997103988,13.943026080830274,0.9000865065740574
2019-06-18,14.90115755120768,59.88054998302189,-0.002206112368876134,-0.28043161889034973,85.77152299375783,-698100930.7346767,0.6385422017272127,2.2748481900988633,68.62438660163956,19.88666952653056,-1459175477.2110686,146.19058915635998,0.0005434575409530749,0.6746957304560618,1.1948834543088602,14.53107055663686,14.236364487943066,14.130588965975209,14.102805251065014,0.9952862686158934
2019-06-19,15.027371657510091,61.35754716209108,0.07151207484452193,-0.21003689162227204,89.4754139716012,-673611737.9180781,0.6495127666950141,2.089263415835749,73.78653255156394,24.135235070233048,-1331552453.3010228,128.8615798507677,0.0005400618289012793,0.6863527505962307,1.1967821747401144,14.548303539245998,14.279602230370763,14.190630380513173,14.256972493788574,0.7368087719974671
2019-06-20,14.776446287251334,56.87459243398042,0.10906776007924535,-0.14621161755890305,82.1117345680759,-706908463.692191,0.6679929421591824,1.323608700211702,72.78262850536305,17.02902142383193,-1491889636.669539,100.3694102328151,0.0005250154703826032,0.6903155857060344,1.1848103876290272,14.556107348340126,14.306570610051413,14.229678098716066,14.343585562150475,0.9372929375306076
2019-06-21,14.785689477668093,56.99922589252895,0.13793840441817373,-0.08937851887527337,82.38298609925653,-650700620.5237573,0.6651443480039269,1.2155297381893302,73.18783859671757,14.280149782968982,-1355801147.4905584,82.5832419918256,0.0005388420247977982,0.694219364614915,1.2124381916913647,14.56384740352492,14.332404813738712,14.266585826410925,14.417293732775754,0.8236160378334546
2019-06-24,14.866057916076045,58.13222515603111,0.16519117356637736,-0.03846236267556453,81.94659449305055,-626236789.6389937,0.6346496893581464,0.8917017543440497,72.47373713282684,10.504998071171984,-1252099876.2779152,83.39000360078715,0.0005409484091761068,0.6991003547005048,1.2466332760902723,14.5738943078987,14.36099933682454,14.306224675234853,14.492108219745719,0.6691490484578881
2019-06-25,14.726053944485258,55.39408150584396,0.17377307219530103,0.0039862034152592565,70.85345617369464,-675161494.5493329,0.6128956125910171,0.42736260468203824,67.27594987434105,8.517911558872289,-1348670796.2023404,73.72992659474097,0.00042728327915175833,0.7350065974386374,1.1945397798680422,14.578884758496953,14.380443954380997,14.333884804467566,14.531108060261912,0.6649120346007515
2019-06-26,14.655818900406265,54.01944588502435,0.173041967632118,0.037798298802285815,63.029583708511716,-754879383.7403128,0.5919480984057958,0.5833431336388344,59.91082433415603,4.876523331646707,-1465415818.1758893,67.8541832008215,0.00033045269557682575,0.8056125650159388,1.1422370141092768,14.581375156040476,14.395029440405182,14.355023646571366,14.551897147738012,0.8309916534312058
2019-06-27,14.785936580428448,56.188543299135,0.18063053794904071,0.06636538369891815,63.300110792656696,-728877139.2880099,0.583666923044279,0.5911366113609944,52.29684610921812,3.4076212224323275,-1362742985.4851472,61.60732279332096,0.00026188390191548606,0.8454942232754056,1.1023874473544186,14.587913467724016,14.415624078014122,14.383229072951368,14.59090989300126,0.7651579773616177
2019-06-28,14.858344347491997,57.393075917725014,0.190161017193768,0.09112495212334945,64.8499335924619,-704918515.7185154,0.5568372265601359,0.57696431368643,50.39394189071508,5.584437264268864,-1260006344.0433874,66.35374272182558,0.00021529372704667224,0.898170687824187,1.103698747262296,14.596451650366724,14.438830903351999,14.414236138284199,14.635488180255487,0.7967599141678203
2019-07-01,15.044453858261603,60.40625890503711,0.21000417727203846,0.11490113649813015,77.24752296295462,-758371058.9572487,0.5490495123119771,0.2946709406526775,48.92132581159876,5.985670041463561,-1143967869.5387714,93.39543636517396,0.0002367205482531676,0.8894976512076443,1.103276201346679,14.610428972140799,14.47042523516645,14.455252235111669,14.70365661726621,0.9151873878001451
2019-07-02,14.996059023960289,59.23318457904105,0.21935599733116895,0.1357923472001961,74.02372595849377,-806915372.9990661,0.5236567335559063,0.09490147275260874,50.82924027173137,5.004271215127668,-1274856585.615387,83.53125402316809,0.0002052285952190898,0.918743564165446,1.1094406535168784,14.622322468906221,14.497722483998798,14.490358592316975,14.75239481470523,1.026780456190756
2019-07-03,15.427620559203971,65.6410313107176,0.25801683167281375,0.16023746738586447,78.56162038252585,-938576626.8698431,0.5398652421054063,0.40024890169387994,59.969449525230324,4.595577069719542,-1090584809.9885714,155.1330164178296,0.00035154691990256796,0.7807255536035334,1.1371755281098916,14.646883338769229,14.54580662480106,14.551054185842638,14.86494102706626,1.3456215702895022
2019-07-05,15.50066717092586,66.59804734534087,0.2910868664131119,0.1864075384293223,80.39443574857277,-981790746.1094451,0.5314447608924884,0.7242208836745263,60.36603598648374,4.023241937131202,-957199113.519186,154.65903004694619,0.00033627946165755586,0.7846605718882089,1.1291390439195792,14.672642431309557,14.594980430415225,14.612411042792186,14.970902122521917,0.9782664981597887
2019-07-08,15.406633475110306,64.1220256748795,0.3062734734991448,0.21038086559151442,70.31356703429138,-1000611150.328572,0.5002070856963347,0.6209439974422128,53.25691597608895,2.5238067324346405,-1061218982.2834709,131.30607052289628,0.00021156297134784953,0.8578142879682656,1.0962176535212766,14.694555850369015,14.636617750047547,14.6636195522963,15.043527863224526,0.7942839456635173
2019-07-09,15.361587987879796,62.915318727270346,0.31112655076105433,0.23053009685945275,67.10548403042105,-977609479.8566513,0.4630881347924583,0.49553007180375097,45.263305719797685,3.95996228899302,-1157986236.3509705,103.94805968837231,5.114785547467897e-05,0.9392457206477194,1.0238017608374599,14.714268201971889,14.673671920465166,14.708533199932216,15.096540225039254,0.7725223954730465
2019-07-10,15.729756088345209,68.18522599830972,0.3403784134756229,0.25249984238126355,93.32595356660845,-880134162.2750663,0.45166250061384783,1.0037021438599503,45.286688917185394,6.385002282801949,-1034947122.4273456,144.90017332701444,0.00011071470634878583,0.8591390952419138,1.0363839637745145,14.743982735989388,14.727461905747454,14.774126694324101,15.202080086145289,0.9851717920710125
2019-07-11,15.844748022110396,69.63655339688246,0.36847358169844213,0.2756946596703908,91.16636965840094,-851402936.5379236,0.43111765061026386,1.1889291217041311,53.537106568807765,6.583386877404823,-918618032.5540769,156.89451768476403,0.000194537765971979,0.8025486104468519,1.0989821495278158,14.775884635983266,14.784181126985185,14.842774283582951,15.309194693672277,0.9422106699328233
2019-07-12,16.16579530306945,73.29884485369652,0.4116121959279564,0.30287823201362796,96.40997237624835,-763753517.6841478,0.4213933798223189,1.3798587226410035,61.613693266561455,9.776830670400743,-788197976.0984329,176.21281944302774,0.0002889636429403571,0.7155565792898924,1.1566174481006277,14.81579233777576,14.854099037087373,14.927468434687082,15.451965110502643,1.0465136806791275
2019-07-15,16.643028108118987,77.6200670165979,0.4783997809581262,0.3379826090491542,97.19400040701754,-645257965.2348396,0.4323919984364427,1.78468376062699,63.049610060917644,13.559182337178274,-635299981.3389575,204.23834089489574,0.0003506448944666627,0.6567840893382372,1.1693447005210666,14.867783346295955,14.944359906787815,15.037125023370134,15.650479837757207,1.1821774959047842
2019-07-16,16.761526054882662,78.5483952321618,0.5346255365487043,0.37731125482003847,96.91913635739657,-556032822.3824242,0.43546767295723665,1.717072196621059,69.39157053708598,13.361273827382858,-502332933.1731411,189.72571671324584,0.0003921109543437851,0.638898458865795,1.2066524738286437,14.921194253671928,15.035786181633732,15.147190575737405,15.835657493628155,1.023287034398129
2019-07-17,16.910467892249702,79.68882459513577,0.5843512538270712,0.41871930538756735,93.20241686381641,-549173392.4755003,0.42363702184992214,1.9144088682894136,76.34021771126179,13.811253103069268,-360588641.3151054,183.18128398350413,0.00044076122217360993,0.6003920084023342,1.276032270870392,14.976821331840954,15.129852842076277,15.259588238919818,16.01479520936437,1.0745666301119745
2019-07-18,16.905396722034713,79.53378721132003,0.6162367769078347,0.45822283843657324,92.62861628226243,-555038222.7056941,0.4142652779395437,1.4777761628307413,81.86244840391497,12.36962724805846,-456595493.46541786,154.60254970017536,0.00047495458974466606,0.5679542459347743,1.2997388473135698,15.030304188719043,15.218717675736563,15.364367709600193,16.163230624174044,0.7624149088758877
2019-07-19,17.10468878328466,81.09075521768317,0.6499670198686367,0.4965717048129528,94.45445737509012,-533399664.8600735,0.4139875965793952,1.6040216123588014,82.00696319250378,14.061226059161694,-354271195.2128085,146.32811424407842,0.0004906737621823467,0.5449649822626199,1.3006723735977017,15.087367020838286,15.312880476433088,15.475035405586787,16.32014192887927,0.8387839750228268
2019-07-22,17.06610808464768,79.82472403902834,0.665919406868051,0.530441266484241,87.12587409260009,-575777237.1838087,0.41210207203450544,1.6594746095373747,82.0089786314004,10.620481098533393,-456798099.6012218,129.00779067301724,0.00043858273163398606,0.5909161959383246,1.2708185075791194,15.14137219371323,15.400214006620345,15.576102135773743,16.44447068558137,0.8634051263579888
2019-07-23,17.247171662176736,81.30027422939307,0.685173789557421,0.5613877866392334,93.36194269620115,-542426182.8235285,0.4103625905808156,1.8855836742969405,88.81162266344366,11.267285930290424,-371938458.06527716,116.81291329587098,0.0004544637399674138,0.5843328736798091,1.2894165914080291,15.198406830019955,15.492015104422418,15.682142075606913,16.578255135848153,0.7503116133285819
2019-07-24,17.51464337872841,83.24922495880803,0.7136557928723946,0.5918414001201332,96.00573386969249,-458851783.21442777,0.386267330943556,1.7848872903832032,88.61964822233234,13.682482334791917,-234277783.52769652,118.9296636136554,0.0004136855970375001,0.6565841880914806,1.3124196676195512,15.260675495761786,15.592338561539647,15.798314784103592,16.734320770561336,1.1746512816088401
2019-07-25,16.045658915922864,51.50163964274135,0.6112728940404324,0.5957277001532018,35.05988309567953,-458993979.0955499,0.485224294264767,0.20091089381246796,74.89164003044745,4.453126386300664,-501037444.61584973,-0.22713840875235564,0.00022240594281445615,0.7286599548542549,1.1060036035863376,15.281626207094009,15.614779030822087,15.813981306689225,16.619543226310544,1.8769932564941763
2019-07-26,15.497714324186283,44.66009359095752,0.4805982214307143,0.5727017984885127,14.16509847230016,-404563704.99179065,0.5290831251377358,-0.6680809788831681,71.60310755749185,-1.4751771283399238,-692173400.9967034,-59.50196009395456,0.00012023436882300031,0.766315876721041,0.9979404396544742,15.287352908581196,15.608994934544382,15.793966073903636,16.43257097091617,1.2717811677296658
2019-07-29,15.640900281256947,46.654348579094695,0.38411300131916093,0.5349840312965476,21.642541445624534,-285505369.2834115,0.5547481073321,-1.00212782686204,77.14727055303952,-1.286531919403149,-534861141.2634046,-61.19712740905816,0.00013581481429154885,0.7594668654274443,1.0029371599690269,15.296658362978787,15.610568541106591,15.784286777970971,16.30062540214753,1.0386365272305709
2019-07-30,15.972248772298574,51.05038053180939,0.33046314620778006,0.494079847547992,34.82193092872109,-179699592.22488475,0.5760005823338589,-0.7892772825840879,77.28596076609539,-1.1972595665251815,-400739100.35675,-36.53638159843521,0.0001914355223720382,0.7727917850469417,1.0136482169595467,15.314321507676395,15.62837669502941,15.796164032584667,16.245895806971134,0.9027493596547632
2019-07-31,16.06005301955377,52.175066818529345,0.29164041770467364,0.45359195624948756,38.31434572502375,-141812980.92716935,0.5983752866398879,-0.8504148726959322,77.52788180925342,-3.502818626382199,-264308936.0394209,-21.41211232851829,0.00024132008567382155,0.776292257470577,1.0235821886094951,15.33369185200444,15.649596927350766,15.812827595886416,16.21492193508608,0.9309638890531425
2019-08-01,15.754518656025947,48.03884467001394,0.23361546385904042,0.4095966531381519,26.16171341713343,-191446742.27947515,0.6274971623970415,-1.1508780660087652,71.15119408890125,-6.007850332716999,-392589618.5504861,-38.98478712005219,0.00016638767394013725,0.815794292279397,0.9835597881968787,15.344553652031145,15.654746718417954,15.809147990523138,16.138187902507816,0.8939246827915563
2019-08-02,15.668815282813426,46.9153314995645,0.17867897048569148,0.36341311271670423,22.752860906496537,-185899426.8747315,0.6300972671153324,-1.435873500471235,65.08589488393541,-7.342508896547695,-497318732.4293589,-61.7491154474547,-3.410749290321333e-05,0.9112598777079844,0.9319542302235588,15.352871451784171,15.655436225883854,15.800297605034126,16.059959002800117,0.7642201863069741
2019-08-05,15.377951506516435,43.2208356805254,0.1104717861565625,0.3128248439950333,11.183751349692423,-188570113.5186639,0.6354269177127134,-1.6881565781312453,59.12437805266834,-9.035252118794618,-602499847.2869644,-91.76795893032119,-0.00015870831356495335,0.9574023149180629,0.875827243280532,15.353510928222738,15.64185545634001,15.773676534022789,15.94629092963471,0.798456250651489
2019-08-06,15.381449611295643,43.278687167087455,0.056053884690131284,0.26147064936504016,11.605077223061674,-160781206.1112907,0.6412750423325869,-1.865722050881093,53.03440073229509,-10.074659608381952,-511435507.0868025,-96.75064848086723,-0.0002362982849799674,0.9935817323836375,0.8334200775976092,15.354219121329514,15.629127411734931,15.748967048116096,15.852150601473342,0.7287894703066905
2019-08-07,15.498373620667342,45.28539597122568,0.022083513797289456,0.21359322018625337,16.998523064823388,-101735570.71953636,0.655424319562911,-2.0162697580610693,52.363293222579166,-9.186244785304272,-432992113.0167458,-89.48485053140485,-0.00023931862790970625,0.9888339942355683,0.8292371839628443,15.357852311438611,15.622744498244783,15.733188036749823,15.793187714740624,0.6693048799740258
2019-08-08,15.750764480765064,49.443272995009224,0.015301470743253276,0.17393486892909396,26.914914991540705,-51086412.89248068,0.6659788957114358,-0.29489443515780067,51.5111981476027,-8.67624681148917,-354112500.09222597,-58.47868304865273,-0.00015172897210701222,0.9779396809393169,0.8484123642965176,15.367699948533277,15.628986484276366,15.734294249199124,15.786117170088858,0.7118177571938333
2019-08-09,15.696533790267894,48.58887268626464,0.005497464508700034,0.14024738711500537,24.784200823768472,-52877707.963639595,0.6609753445466472,0.19881946608161094,50.25305729233412,-10.38051160475592,-419727814.6158079,-49.60297153293151,-0.00013618395944849204,0.9880573708713415,0.8605183034426171,15.375896860458681,15.632276202827313,15.731918749653973,15.7711865968327,0.6353076733191377
2019-08-12,15.417553296549208,44.3436630809708,-0.024453727916911916,0.10730716338111769,13.82310692935225,-97127642.58794196,0.6624431816102847,-0.22334698470773873,45.68821566001153,-3.914489412150954,-488166199.6990616,-63.784821265442815,-0.00020244298623332463,0.9987775867562847,0.8403646415439989,15.376929745106285,15.621829990914481,15.712150209344053,15.712247680711737,0.7021191775011917
2019-08-13,15.579477193754991,47.22574435984271,-0.034748811688219305,0.07889596786526792,40.78146624251268,-72559192.00961903,0.6646282762878365,-0.3927715785435826,43.01939269299522,0.5275801828473893,-416943789.91992277,-58.903685972215406,-0.0002905182514358538,1.0274742747823016,0.8111176185921596,15.38192605559301,15.619771660159794,15.70381040857679,15.69011925597539,0.7650199850300271
2019-08-14,14.96968322493705,39.02908581133999,-0.09097431702279657,0.04492191040743933,15.737294979727636,-119160841.81518081,0.6011134697637918,-1.09036979461672,47.53668451018271,-4.29142213203827,-535106983.3426213,-101.19279960498282,-0.00027087621110464817,1.0392008970850288,0.8397223573560474,15.371808304899325,15.58820854591666,15.65767991039591,15.570046537816214,1.2147188747255884
